0.001953 799928 199454
0.033203 797711 191244
0.064453 790281 184249
0.095703 778367 178269
0.126953 764201 173685
0.158203 747405 170036
0.189453 729439 167837
0.220703 710763 166679
0.251953 692560 166423
0.283203 675340 167204
0.314453 660669 169281
0.345703 647574 172036
0.376953 636762 175450
0.408203 628290 179268
0.439453 622745 183593
0.470703 620109 188044
0.501953 620266 192478
0.533203 622488 196640
0.564453 627181 200645
0.595703 634753 204078
0.626953 644228 207023
0.658203 655572 209199
0.689453 668278 210386
0.720703 681732 210600
0.751953 695353 210220
0.783203 708533 208793
0.814453 720725 206816
0.845703 731731 204346
0.876953 740625 201060
0.908203 746886 197342
0.939453 751056 193802
0.970703 752115 190122
1.001953 750609 186949
1.033203 740342 182678
1.064453 727221 179195
1.095703 712282 176769
1.126953 696503 175166
1.158203 680083 174524
1.189453 664477 174866
1.220703 649093 176092
1.251953 634904 177862
1.283203 622742 180322
1.314453 612582 183561
1.345703 604168 187232
1.376953 598364 191260
1.408203 594829 195464
1.439453 593164 199605
1.470703 594378 203755
1.501953 597753 207400
1.533203 602863 210707
1.564453 609977 213436
1.595703 618648 215813
1.626953 628578 217419
1.658203 639308 218155
1.689453 650407 218588
1.720703 661953 218019
1.751953 672969 216480
1.783203 683118 214406
1.814453 691778 212005
1.845703 698639 209113
1.876953 704010 206181
1.908203 706959 203033
1.939453 707963 200069
1.970703 707098 196995
2.001953 704456 194335
2.033203 699893 192070
2.064453 693995 190192
2.095703 686898 188705
2.126953 679399 187709
2.158203 671370 187391
2.189453 663453 187440
2.220703 656386 188025
2.251953 649350 188977
2.283203 643228 190357
2.314453 637660 191875
2.345703 633320 193366
2.376953 630233 195179
2.408203 628117 197322
2.439453 627475 199243
2.470703 627813 201286
2.501953 629319 203173
2.533203 631727 204826
2.564453 635521 206123
2.595703 639892 207262
2.626953 644575 208148
2.658203 649644 208691
2.689453 655388 208742
2.720703 660717 208408
2.751953 665960 207891
2.783203 670926 207189
2.814453 675045 206142
2.845703 679135 204781
2.876953 681623 203248
2.908203 683327 201564
2.939453 684188 200139
2.970703 683831 198592
3.001953 682340 196959
3.033203 680110 195716
3.064453 677201 194757
3.095703 673780 193991
3.126953 669893 193457
3.158203 665805 193266
3.189453 661669 193357
3.220703 658208 193684
3.251953 654710 194144
3.283203 651617 194715
3.314453 648942 195412
3.345703 647000 196344
3.376953 645491 197254
3.408203 644152 198079
3.439453 643527 198872
3.470703 643524 199910
3.501953 643951 200731
3.533203 644894 201538
3.564453 646259 202295
3.595703 648054 203075
3.626953 650266 203417
3.658203 652267 203786
3.689453 654893 204029
3.720703 657750 204043
3.751953 660024 203701
3.783203 662195 203519
3.814453 664629 203117
3.845703 666720 202455
3.876953 668447 201775
3.908203 669661 201095
3.939453 670346 200238
3.970703 670486 199499
4.001953 670091 198774
4.033203 668921 198370
4.064453 667779 197666
4.095703 666367 197298
4.126953 664677 197088
4.158203 663288 196879
4.189453 661472 196857
4.220703 659687 196777
4.251953 657704 196949
4.283203 656119 197193
4.314453 654780 197550
4.345703 653485 197777
4.376953 652324 198264
4.408203 651118 198838
4.439453 650677 199335
4.470703 650597 199729
4.501953 650885 200245
4.533203 651057 200733
4.564453 651644 201327
4.595703 652841 201646
4.626953 654035 202088
4.658203 655266 202360
4.689453 656766 202376
4.720703 658490 202453
4.751953 660395 202343
4.783203 662065 202308
4.814453 663515 201827
4.845703 664675 201540
4.876953 665642 201167
4.908203 666292 200732
4.939453 666577 200140
4.970703 666671 199648
5.001953 666338 199245
5.033203 665771 198962
5.064453 665159 198794
5.095703 664541 198405
5.126953 663599 198167
5.158203 662639 197921
5.189453 661346 197965
5.220703 659947 197918
5.251953 658853 198036
5.283203 657446 198337
5.314453 656551 198501
5.345703 655835 198823
5.376953 655354 199148
5.408203 655036 199539
5.439453 654898 200008
5.470703 655191 200278
5.501953 655637 200561
5.533203 655945 200588
5.564453 656502 200815
5.595703 656775 200977
5.626953 657407 201016
5.658203 658359 200929
5.689453 658870 200875
5.720703 659875 200881
5.751953 660610 200872
5.783203 660808 200738
5.814453 661548 200519
5.845703 661840 200339
5.876953 662287 200239
5.908203 662477 200087
5.939453 663070 199819
5.970703 662566 199575
6.001953 662367 199477
6.033203 662027 199503
6.064453 661569 199383
6.095703 661241 199246
6.126953 660592 199003
6.158203 660709 198975
6.189453 660638 199187
6.220703 659983 199050
6.251953 659865 199144
6.283203 659393 199204
6.314453 659248 199394
6.345703 658833 199454
6.376953 658412 199529
6.408203 658226 199651
6.439453 658163 199955
6.470703 658322 200079
6.501953 658744 200063
6.533203 658388 200070
6.564453 658605 199902
6.595703 658732 199935
6.626953 658705 200055
6.658203 658446 200081
6.689453 658814 200078
6.720703 658960 199960
6.751953 658942 199944
6.783203 659065 199987
6.814453 659445 200057
6.845703 659505 200113
6.876953 659376 200022
6.908203 659517 200051
6.939453 659692 200097
6.970703 660080 200185
7.001953 660702 200197
7.033203 660682 200262
7.064453 660826 200132
7.095703 661361 199982
7.126953 661124 199730
7.158203 661061 199672
7.189453 660927 199596
7.220703 660660 199739
7.251953 660689 199738
7.283203 660908 199729
7.314453 660915 199792
7.345703 661396 199465
7.376953 661458 199519
7.408203 660895 199428
7.439453 660984 199312
7.470703 660695 199111
