0.001953 199988 200389
0.033203 200925 206909
0.064453 203219 213918
0.095703 207014 221325
0.126953 212777 229115
0.158203 220250 237318
0.189453 228329 245997
0.220703 236812 255158
0.251953 245621 264560
0.283203 255044 274694
0.314453 264805 285176
0.345703 275189 296386
0.376953 286016 308151
0.408203 297616 320356
0.439453 309569 333147
0.470703 322060 346684
0.501953 335320 360641
0.533203 349034 375176
0.564453 363342 390639
0.595703 378202 406722
0.626953 393849 423538
0.658203 410003 440075
0.689453 427063 453871
0.720703 444538 464479
0.751953 463162 471501
0.783203 482208 475294
0.814453 502241 475981
0.845703 522980 473823
0.876953 544675 469014
0.908203 567280 461423
0.939453 590649 451185
0.970703 615178 439217
1.001953 640349 425241
1.033203 660850 406814
1.064453 681942 388030
1.095703 703872 369161
1.126953 726397 350109
1.158203 749423 330767
1.189453 773036 312057
1.220703 797423 293636
1.251953 822596 274677
1.283203 848877 256035
1.314453 875904 237932
1.345703 899769 219953
1.376953 909819 203261
1.408203 906805 188057
1.439453 891358 174970
1.470703 866370 164656
1.501953 834669 156277
1.533203 799252 150509
1.564453 761470 146741
1.595703 723228 144662
1.626953 686461 144261
1.658203 651718 145581
1.689453 619952 148329
1.720703 591975 152567
1.751953 568001 157546
1.783203 546983 162614
1.814453 529470 167756
1.845703 515029 173018
1.876953 503519 178521
1.908203 494827 184195
1.939453 489143 190014
1.970703 486117 195999
2.001953 485991 202176
2.033203 488644 208684
2.064453 494270 215227
2.095703 502922 222162
2.126953 515244 229278
2.158203 531135 236354
2.189453 548129 243358
2.220703 565599 248564
2.251953 583522 252338
2.283203 602187 254717
2.314453 621323 255489
2.345703 641227 254659
2.376953 661541 252520
2.408203 682556 248509
2.439453 703902 243153
2.470703 726221 236504
2.501953 748445 229296
2.533203 766517 221102
2.564453 778992 212544
2.595703 785201 204068
2.626953 785296 196153
2.658203 779862 189166
2.689453 769522 182869
2.720703 755595 177845
2.751953 738886 173760
2.783203 720078 171047
2.814453 699847 169599
2.845703 679810 169076
2.876953 660941 169707
2.908203 643320 171214
2.939453 627239 173453
2.970703 612448 176660
3.001953 600249 180555
3.033203 590778 184953
3.064453 583678 189490
3.095703 579476 194556
3.126953 577710 199747
3.158203 578598 204622
3.189453 582488 209332
3.220703 588962 213855
3.251953 597882 217687
